116 1429173644 1.185146 0.400000 1.182051 1.188242 0.561833
113 1429173644 0.000370 42.800000 0.000181 0.002641 0.000008
110 1429173644 0.024685 42.400000 0.012070 0.186606 0.055391
116 1429173645 1.185146 0.400000 1.182051 1.188242 0.561833
113 1429173645 0.000370 42.800000 0.000181 0.002641 0.000008
110 1429173645 0.024685 42.400000 0.012070 0.186606 0.055391
116 1429173646 1.185146 0.400000 1.182051 1.188242 0.561833
113 1429173646 0.000370 42.800000 0.000181 0.002641 0.000008
110 1429173646 0.024685 42.400000 0.012070 0.186606 0.055391
116 1429173647 1.185146 0.400000 1.182051 1.188242 0.561833
113 1429173647 0.000370 42.800000 0.000181 0.002641 0.000008
110 1429173647 0.024685 42.400000 0.012070 0.186606 0.055391
116 1429173648 1.185146 0.400000 1.182051 1.188242 0.561833
113 1429173648 0.000370 42.800000 0.000181 0.002641 0.000008
110 1429173648 0.024685 42.400000 0.012070 0.186606 0.055391
113 1429173649 0.000328 79.800000 0.000174 0.001419 0.000010
110 1429173649 0.024903 79.800000 0.012030 0.250189 0.114663
113 1429173650 0.000328 79.800000 0.000174 0.001419 0.000010
110 1429173650 0.024903 79.800000 0.012030 0.250189 0.114663
113 1429173651 0.000328 79.800000 0.000174 0.001419 0.000010
110 1429173651 0.024903 79.800000 0.012030 0.250189 0.114663
113 1429173652 0.000328 79.800000 0.000174 0.001419 0.000010
110 1429173652 0.024903 79.800000 0.012030 0.250189 0.114663
113 1429173653 0.000328 79.800000 0.000174 0.001419 0.000010
110 1429173653 0.024903 79.800000 0.012030 0.250189 0.114663
113 1429173654 0.000333 88.800000 0.000178 0.001396 0.000011
110 1429173654 0.022588 88.800000 0.011596 0.125234 0.083011
113 1429173655 0.000333 88.800000 0.000178 0.001396 0.000011
110 1429173655 0.022588 88.800000 0.011596 0.125234 0.083011
113 1429173656 0.000333 88.800000 0.000178 0.001396 0.000011
110 1429173656 0.022588 88.800000 0.011596 0.125234 0.083011
113 1429173657 0.000333 88.800000 0.000178 0.001396 0.000011
110 1429173657 0.022588 88.800000 0.011596 0.125234 0.083011
113 1429173658 0.000333 88.800000 0.000178 0.001396 0.000011
110 1429173658 0.022588 88.800000 0.011596 0.125234 0.083011
116 1429173659 0.033650 0.400000 0.027761 0.039539 0.000467
113 1429173659 0.000372 152.400000 0.000195 0.007410 0.000041
110 1429173659 0.023435 152.000000 0.012500 0.189222 0.169699
116 1429173660 0.033650 0.400000 0.027761 0.039539 0.000467
113 1429173660 0.000372 152.400000 0.000195 0.007410 0.000041
110 1429173660 0.023435 152.000000 0.012500 0.189222 0.169699
116 1429173661 0.033650 0.400000 0.027761 0.039539 0.000467
113 1429173661 0.000372 152.400000 0.000195 0.007410 0.000041
110 1429173661 0.023435 152.000000 0.012500 0.189222 0.169699
116 1429173662 0.033650 0.400000 0.027761 0.039539 0.000467
113 1429173662 0.000372 152.400000 0.000195 0.007410 0.000041
110 1429173662 0.023435 152.000000 0.012500 0.189222 0.169699
116 1429173663 0.033650 0.400000 0.027761 0.039539 0.000467
113 1429173663 0.000372 152.400000 0.000195 0.007410 0.000041
110 1429173663 0.023435 152.000000 0.012500 0.189222 0.169699
113 1429173664 0.000363 175.600000 0.000187 0.003266 0.000031
110 1429173664 0.022989 175.600000 0.012604 0.250619 0.220014
113 1429173665 0.000363 175.600000 0.000187 0.003266 0.000031
110 1429173665 0.022989 175.600000 0.012604 0.250619 0.220014
113 1429173666 0.000363 175.600000 0.000187 0.003266 0.000031
110 1429173666 0.022989 175.600000 0.012604 0.250619 0.220014
113 1429173667 0.000363 175.600000 0.000187 0.003266 0.000031
110 1429173667 0.022989 175.600000 0.012604 0.250619 0.220014
113 1429173668 0.000363 175.600000 0.000187 0.003266 0.000031
110 1429173668 0.022989 175.600000 0.012604 0.250619 0.220014
113 1429173669 0.000359 184.600000 0.000186 0.002621 0.000031
110 1429173669 0.021597 184.600000 0.012300 0.187411 0.151801
113 1429173670 0.000359 184.600000 0.000186 0.002621 0.000031
110 1429173670 0.021597 184.600000 0.012300 0.187411 0.151801
113 1429173671 0.000359 184.600000 0.000186 0.002621 0.000031
110 1429173671 0.021597 184.600000 0.012300 0.187411 0.151801
113 1429173672 0.000359 184.600000 0.000186 0.002621 0.000031
110 1429173672 0.021597 184.600000 0.012300 0.187411 0.151801
113 1429173673 0.000359 184.600000 0.000186 0.002621 0.000031
110 1429173673 0.021597 184.600000 0.012300 0.187411 0.151801
116 1429173674 0.025956 0.400000 0.025748 0.026163 0.000269
113 1429173674 0.000363 244.400000 0.000201 0.008294 0.000073
110 1429173674 0.022631 244.000000 0.012071 0.251677 0.301443
116 1429173675 0.025956 0.400000 0.025748 0.026163 0.000269
113 1429173675 0.000363 244.400000 0.000201 0.008294 0.000073
110 1429173675 0.022631 244.000000 0.012071 0.251677 0.301443
116 1429173676 0.025956 0.400000 0.025748 0.026163 0.000269
113 1429173676 0.000363 244.400000 0.000201 0.008294 0.000073
110 1429173676 0.022631 244.000000 0.012071 0.251677 0.301443
116 1429173677 0.025956 0.400000 0.025748 0.026163 0.000269
113 1429173677 0.000363 244.400000 0.000201 0.008294 0.000073
110 1429173677 0.022631 244.000000 0.012071 0.251677 0.301443
116 1429173678 0.025956 0.400000 0.025748 0.026163 0.000269
113 1429173678 0.000363 244.400000 0.000201 0.008294 0.000073
110 1429173678 0.022631 244.000000 0.012071 0.251677 0.301443
113 1429173679 0.000365 263.000000 0.000208 0.004620 0.000057
110 1429173679 0.022885 263.000000 0.011816 0.188790 0.254515
113 1429173680 0.000365 263.000000 0.000208 0.004620 0.000057
110 1429173680 0.022885 263.000000 0.011816 0.188790 0.254515
