108 1429173644 85.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173645 85.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173646 85.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173647 85.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173648 85.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173649 159.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173650 159.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173651 159.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173652 159.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173653 159.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173654 177.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173655 177.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173656 177.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173657 177.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173658 177.600000 -1.000000 -101.000000 0.000000 0.000000
108 1429173659 304.800000 -1.000000 -101.000000 0.000000 0.000000
108 1429173660 304.800000 -1.000000 -101.000000 0.000000 0.000000
108 1429173661 304.800000 -1.000000 -101.000000 0.000000 0.000000
108 1429173662 304.800000 -1.000000 -101.000000 0.000000 0.000000
108 1429173663 304.800000 -1.000000 -101.000000 0.000000 0.000000
108 1429173664 351.200000 -1.000000 -101.000000 0.000000 0.000000
108 1429173665 351.200000 -1.000000 -101.000000 0.000000 0.000000
108 1429173666 351.200000 -1.000000 -101.000000 0.000000 0.000000
108 1429173667 351.200000 -1.000000 -101.000000 0.000000 0.000000
108 1429173668 351.200000 -1.000000 -101.000000 0.000000 0.000000
108 1429173669 369.200000 -1.000000 -101.000000 0.000000 0.000000
108 1429173670 369.200000 -1.000000 -101.000000 0.000000 0.000000
108 1429173671 369.200000 -1.000000 -101.000000 0.000000 0.000000
108 1429173672 369.200000 -1.000000 -101.000000 0.000000 0.000000
108 1429173673 369.200000 -1.000000 -101.000000 0.000000 0.000000
108 1429173674 488.800000 -1.000000 -101.000000 0.000000 0.000000
108 1429173675 488.800000 -1.000000 -101.000000 0.000000 0.000000
108 1429173676 488.800000 -1.000000 -101.000000 0.000000 0.000000
108 1429173677 488.800000 -1.000000 -101.000000 0.000000 0.000000
108 1429173678 488.800000 -1.000000 -101.000000 0.000000 0.000000
108 1429173679 526.000000 -1.000000 -101.000000 0.000000 0.000000
108 1429173680 526.000000 -1.000000 -101.000000 0.000000 0.000000
108 1429173681 526.000000 -1.000000 -101.000000 0.000000 0.000000
108 1429173682 526.000000 -1.000000 -101.000000 0.000000 0.000000
108 1429173683 526.000000 -1.000000 -101.000000 0.000000 0.000000
108 1429173684 478.000000 -1.000000 -101.000000 0.000000 0.000000
108 1429173685 478.000000 -1.000000 -101.000000 0.000000 0.000000
